,name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,worst_grade,mean_grade,count_grade_0,count_grade_1,count_grade_2,count_grade_3,has_summary,weighted_score,priority
788,Pizzeria Valentino,916041233,Konghellegata 8,0569,OSLO,4.6,1.0,170.0,1,0.0,4,1,0,1,1,0.25,3,1,0,0,0,1.0,0
789,Plah bar & restaurant,979623119,Sommerrogata 1,0255,OSLO,4.4,2.0,261.0,9,0.3333333333333333,9,1,1,1,2,1.0,3,3,3,0,1,2.5,1
790,Polka Pierogi - Vippa,926455257,Akershusstranda 25 Skur 40,0150,OSLO,4.6,2.0,47.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
791,Postkontoret,913954033,Hagegata 27,0653,OSLO,4.1,2.0,994.0,6,0.5,6,1,0,1,2,1.0,3,0,3,0,0,4.0,2
792,Prik Thai,927718189,Munkedamsveien 29,0152,OSLO,4.2,2.0,170.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
793,Prima Fila,972001198,FRIDTJOF NANSENS PLASS 5,0160,OSLO,4.3,2.0,1364.0,9,0.4,10,1,1,1,2,0.9,5,1,4,0,0,3.4,2
794,Prinsdal Pizza ,925042846,Nedre Prinsdals vei 76,1263,OSLO,3.9,2.0,178.0,5,0.5,4,1,0,1,3,1.25,2,0,1,1,0,6.5,2
795,Pronto di Olivia avd. Oslo S,921594496,Jernbanetorget 6,0154,OSLO,4.0,2.0,136.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,1,1.0,0
796,Prosecceria Restaurant,999312829,Rådhusgata 30 B,0151,OSLO,4.2,2.0,369.0,4,0.1666666666666666,6,1,1,1,2,0.6666666666666666,3,2,1,0,0,2.0,1
797,Punjab Tandoori,915797997,Grønland 24,0188,OSLO,4.2,1.0,2114.0,16,0.5384615384615384,13,1,0,1,3,1.2307692307692308,6,0,5,2,0,5.428571428571429,2
798,Punjabi Masala,972311308,TRONDHEIMSVEIEN 154,0570,OSLO,4.0,2.0,396.0,26,0.631578947368421,19,1,1,1,3,1.368421052631579,7,0,10,2,0,4.833333333333333,2
799,Pust,915893848,Slemdalsveien 1,0369,OSLO,4.5,2.0,398.0,12,0.5,12,1,0,1,2,1.0,6,0,6,0,0,4.0,2
800,Q 33 Hotelldrift AS Østre Aker vei 33,991160418,ØSTRE AKER VEI 33,0581,OSLO,3.8,2.0,1496.0,12,0.4545454545454545,11,1,0,0,2,1.0909090909090908,4,2,5,0,1,3.142857142857143,2
801,RADISSON BLU PLAZA HOTEL- 34 etg,972754749,SONJA HENIES PLASS 3,0185,OSLO,4.3,2.0,4618.0,3,0.3333333333333333,3,1,0,0,2,1.0,1,1,1,0,1,2.5,1
802,RETT INN BAR OG CAFE AS,818836902,storgata 39,0182,OSLO,3.4,1.0,288.0,8,0.6666666666666666,3,1,1,0,3,2.6666666666666665,0,0,1,2,0,7.333333333333333,2
803,ROMA PIZZA GRILL DA ,920879446,Holmenveien 11,0374,OSLO,4.3,2.0,184.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
804,RORBUA VERTSHUS,972211613,STRANDEN 71,0250,OSLO,4.3,2.0,1562.0,6,0.1428571428571428,7,1,1,1,2,0.8571428571428571,2,4,1,0,0,1.6,1
805,Radio Løkka,920711030,Thorvald Meyers gate 76B,0550,OSLO,4.3,2.0,241.0,2,0.0,2,1,0,1,1,1.0,0,2,0,0,0,1.0,0
806,Radisson Blu Hotel Nydalen,981385578,Nydalsveien 33,0422,OSLO,4.2,2.0,1008.0,5,0.1666666666666666,6,1,0,0,2,0.8333333333333334,2,3,1,0,1,1.75,1
807,Radisson Blu Plaza Hotel,972754749,SONJA HENIES PLASS 3,0185,OSLO,4.3,2.0,4618.0,11,0.5,10,1,0,0,2,1.1,4,1,5,0,1,3.5,2
808,"Radisson Blu Scandinavia Hotel, 26 North",971889942,Holbergs gate 30,0166,OSLO,4.2,2.0,3004.0,11,0.4545454545454545,11,1,0,0,2,1.0,5,1,5,0,1,3.5,2
809,"Radisson Blu Scandinavia Hotel, Bankettsal",971889942,Holbergs gate 30,0166,OSLO,4.2,2.0,3004.0,7,0.2857142857142857,7,1,0,0,2,1.0,2,3,2,0,1,2.2,1
810,Radisson RED Oslo Økern,928772020,Lørenfaret 3,0585,OSLO,4.7,2.0,94.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,0,1.0,0
811,Rebell,920711030,Thorvald Meyers gate 56,0552,OSLO,4.1,2.0,479.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
812,Refresh,925429015,Vulkan 5,0178,OSLO,3.9,2.0,24.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
813,Registan,929510062,Grønlandsleiret 79,0190,OSLO,4.8,2.0,62.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
814,Rent mel kafe,915667066,PRINSENS GATE 6,0152,OSLO,4.1,2.0,325.0,8,0.4444444444444444,9,1,1,1,2,0.8888888888888888,5,0,4,0,0,4.0,2
815,Restaurant Eik,985357870,Universitetsgata 11,0164,OSLO,4.3,3.0,262.0,7,0.1428571428571428,7,1,1,1,2,1.0,1,5,1,0,1,1.5,1
816,Restaurant Eik Annen Etage ,990532834,STORTINGSGATA 24/26,0161,OSLO,4.5,3.0,369.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,1,1.0,0
817,Restaurant Einer,921016182,Prinsens Gate 18,0152,OSLO,4.7,2.0,125.0,2,0.0,3,1,1,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
818,Restaurant Fjord,991733930,Universitetsgata 11,0164,OSLO,4.6,3.0,542.0,5,0.1428571428571428,7,1,1,1,2,0.7142857142857143,3,3,1,0,1,1.75,1
819,Restaurant Gamle Renna,919163089,Trondheimsveien 187,0570,OSLO,3.8,1.0,136.0,6,0.3333333333333333,6,0,1,1,2,1.0,2,2,2,0,0,2.5,1
820,Restaurant Haakon,921287909,Haakon VII's gate 2,0161,OSLO,4.5,2.0,26.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
821,Restaurant Havsmak,991693637,Kirsten Flagstads plass 1,0150,OSLO,4.3,2.0,18.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
822,Restaurant Heftye ,827047112,Munkedamsveien 62A,0270,OSLO,4.3,2.0,43.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
823,Restaurant Hot Shop,920335047,Københavngata 18,0566,OSLO,4.6,2.0,150.0,0,0.0,3,1,1,1,0,0.0,3,0,0,0,0,0.0,0
824,Restaurant Kontrast,912233049,MARIDALSVEIEN 15,0178,OSLO,4.7,4.0,331.0,3,0.1428571428571428,7,1,0,1,2,0.4285714285714285,5,1,1,0,0,2.5,1
825,Restaurant Oriental,987143622,ARBEIDERGATA 2,0159,OSLO,4.2,2.0,259.0,8,0.3333333333333333,9,1,1,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
826,Restaurant Rest,920156665,kirkegata 1,0153,OSLO,4.9,4.0,145.0,0,0.0,2,1,1,1,0,0.0,2,0,0,0,1,0.0,0
827,Restaurant Salome,928468836,Henny Mürers gang 1,0150,OSLO,4.1,3.0,366.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,1,1.0,0
828,Restaurant Schrøder,980040593,Waldemar Thranes gate 8,0171,OSLO,4.1,1.0,775.0,7,0.2857142857142857,7,1,1,1,2,1.0,2,3,2,0,1,2.2,1
829,Restaurant Selection,819319812,Bygdøy Allè 63,0265,OSLO,4.8,2.0,48.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
830,Restaurant Stallen,923053158,Underhaugsveien 28,0353,OSLO,4.8,2.0,56.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,1,1.0,0
831,Restaurant Teatro,915985254,STORTINGSGATA 16,0161,OSLO,4.3,2.0,627.0,8,0.2222222222222222,9,1,1,1,2,0.8888888888888888,3,4,2,0,0,2.0,1
832,Restaurant À `Laise ,914342996,Essendropsgate 6,0368,OSLO,4.7,4.0,163.0,3,0.1666666666666666,6,1,1,1,2,0.5,4,1,1,0,0,2.5,1
833,Retrolykke AS,913417011,Markveien 35,0554,OSLO,4.7,2.0,242.0,3,0.5,2,1,0,1,3,1.5,1,0,0,1,0,9.0,2
834,Revierhavnen Kro,926505769,Hovedøya,0150,OSLO,4.1,2.0,216.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
835,Rice Bowl AS,976587715,Tollbugata 17,0152,OSLO,4.4,1.0,475.0,0,0.0,2,1,1,1,0,0.0,2,0,0,0,0,0.0,0
836,Ringnes Brygghus AS,920828868,Thorvald Meyers gate 2A,0555,OSLO,4.6,2.0,318.0,1,0.0,3,1,1,1,1,0.3333333333333333,2,1,0,0,0,1.0,0
837,Ris bolle Thai cafe,996211010,DRONNINGENS GATE 25,0154,OSLO,4.1,2.0,558.0,12,0.5555555555555556,9,1,1,1,3,1.3333333333333333,3,1,4,1,0,4.333333333333333,2
838,Ristorante Burano,927290499,Mandalls gate 10,0190,OSLO,4.7,2.0,146.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
839,Ristorante Ferro,996493172,Maridalsveien 13,0178,OSLO,4.2,2.0,84.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,0,1.0,0
840,Rodins bistro og bar,917858888,Kirkegata 34,0153,OSLO,4.1,2.0,135.0,2,0.3333333333333333,3,1,1,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
841,Romsås Pizza ,921825951,Romsås Senter 1,0970,OSLO,3.2,2.0,24.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
842,Roti Shop Oslo,920698549,Dronningens gate 8B,0151,OSLO,4.6,2.0,151.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
843,Royal Gastropub,914766621,JERNBANETORGET 1,0154,OSLO,4.1,2.0,1102.0,5,0.0,7,1,1,1,1,0.7142857142857143,2,5,0,0,0,1.0,0
844,Royal Grill AS,920271200,Garver Ytteborgs vei 98,0977,OSLO,3.6,2.0,299.0,6,0.6,5,0,0,1,2,1.2,2,0,3,0,0,4.0,2
845,Royal Sushi,997140028,TRONDHEIMSVEIEN 60,0565,OSLO,4.3,2.0,56.0,8,0.6666666666666666,6,1,0,1,2,1.3333333333333333,2,0,4,0,0,4.0,2
846,Rudolf Pub & Restaurant,996018024,Vestlisvingen 188,0969,OSLO,4.0,2.0,131.0,5,0.4,5,0,1,1,2,1.0,2,1,2,0,0,3.0,1
847,Ruffino AS,993874310,ARBINS GATE 1,0253,OSLO,4.6,3.0,602.0,3,0.0,6,1,1,1,1,0.5,3,3,0,0,1,1.0,0
848,Rugantino Oslo,828189042,Youngs gate 9,0181,OSLO,4.8,2.0,57.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
849,"Rush Trampolinepark, Søndre Nordstrand",916460260,ROSENHOLMVEIEN 22,1252,OSLO,4.3,2.0,1221.0,14,0.4545454545454545,11,1,0,0,3,1.2727272727272727,4,1,5,1,0,4.285714285714286,2
850,Rustadsaga sportsstue,972950890,"Rustadsaga 856, ØSTMARKA",0693,OSLO,4.5,2.0,538.0,3,0.0,5,1,0,1,1,0.6,2,3,0,0,0,1.0,0
851,SAGENE BAR,915710301,Bentsegata 1A,0465,OSLO,4.3,1.0,135.0,9,0.5714285714285714,7,1,1,1,3,1.2857142857142858,3,0,3,1,0,5.25,2
852,SANREMO,997673050,Torshovgata 7,0476,OSLO,4.4,2.0,444.0,5,0.2,5,1,1,1,2,1.0,1,3,1,0,0,1.75,1
853,SEA SUSHI BAR,998660408,Toftesgate 20A,0556,OSLO,4.1,1.0,392.0,22,0.6,15,1,1,1,3,1.4666666666666666,5,0,8,2,0,5.0,2
854,SOT Steen & Strøm ,928965732,Nedre Slottsgate 8,0157,OSLO,2.9,2.0,7.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
855,SOT Valkyrien,924626003,Ole Vigs Gate 22,0366,OSLO,4.2,2.0,97.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
856,SZECHUAN AS,973204769,TRONDHEIMSVEIEN 64,0565,OSLO,4.5,1.0,648.0,11,0.5,10,1,1,1,2,1.1,4,1,5,0,0,3.5,2
857,Sabaki,913207297,KARL JOHANSGATE 39,0162,OSLO,4.2,2.0,32.0,8,0.2222222222222222,9,1,1,1,2,0.8888888888888888,3,4,2,0,0,2.0,1
858,Sabi Sushi Vika // Omakase,819108072,Ruseløkkveien 3,0251,OSLO,4.4,2.0,242.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
859,Sabi Sushi Vinderen,991622616,Holmenveien 1,0374,OSLO,4.1,2.0,80.0,7,0.2857142857142857,7,1,1,1,2,1.0,2,3,2,0,0,2.2,1
860,Sabrura Valkyrien,825090282,Valkyriegata 3,0366,OSLO,3.7,2.0,228.0,2,0.0,2,1,0,1,1,1.0,0,2,0,0,0,1.0,0
861,Safe as Milk ,925621005,Gladengveien 4,0661,OSLO,4.2,2.0,424.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
862,Sagene Lunsjbar,971761539,MARIDALSVEIEN 153 B,0461,OSLO,4.1,2.0,627.0,7,0.0,7,1,1,1,1,1.0,0,7,0,0,0,1.0,0
863,Sagene pizzaria og kebab AS,913542487,Arendalsgata 3,0463,OSLO,3.9,2.0,142.0,9,0.5,8,0,0,1,3,1.125,4,0,3,1,0,5.25,2
864,Saigon Express AS,820906322,Maridalsveien 157,0465,OSLO,4.2,1.0,153.0,7,0.5,6,1,0,1,3,1.1666666666666667,3,0,2,1,0,5.666666666666667,2
865,Sakee,994836285,HOLMENS GATE 6,0250,OSLO,3.8,2.0,133.0,10,0.5,10,1,1,1,2,1.0,5,0,5,0,0,4.0,2
866,"Samson A/S, W.B. AVD SANDAKER SENTER",982088399,SANDAKERVEIEN 59,0477,OSLO,3.5,2.0,25.0,8,0.3333333333333333,9,1,0,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
867,Samson Egertorget,974999420,KARL JOHANS GATE 20,0159,OSLO,4.1,2.0,578.0,7,0.3333333333333333,9,1,0,1,2,0.7777777777777778,5,1,3,0,0,3.25,2
868,Samson Gimle,973103210,FREDRIK STANGSGATE 46,0264,OSLO,4.3,2.0,397.0,7,0.1428571428571428,7,1,0,1,2,1.0,1,5,1,0,0,1.5,1
869,Sandaker cafe,923531335,Sandakerveien 59,0477,OSLO,4.3,1.0,44.0,8,0.75,4,0,1,1,3,2.0,1,0,1,2,0,7.333333333333333,2
870,Sanguine Brasseri og Bar,991693637,KIRSTEN FLAGSTADS PLASS 1,0150,OSLO,3.7,2.0,112.0,6,0.1428571428571428,7,1,1,1,2,0.8571428571428571,2,4,1,0,0,1.6,1
871,Sanjays AS,913966244,LØRENVEIEN 44,0585,OSLO,3.6,2.0,279.0,27,0.7333333333333333,15,0,1,1,3,1.8,4,0,6,5,0,6.2727272727272725,2
872,Sanremo Skullerud AS,927372967,Olaf Helsets vei 1A,0694,OSLO,4.3,2.0,110.0,2,0.0,1,1,1,1,2,2.0,0,0,1,0,0,4.0,2
873,Saray Grønland AS,915814301,GRØNLAND 5 ,0188,OSLO,4.1,1.0,528.0,2,0.3333333333333333,3,1,1,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
874,Saray Restaurant,920697186,Trondheimsveien 10,0560,OSLO,4.2,2.0,793.0,7,0.6,5,1,1,1,3,1.4,2,0,2,1,0,5.666666666666667,2
875,Savage,929365631,Kongens gate 5,0153,OSLO,5.0,2.0,5.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
876,Sawan,897641542,PRESIDENT HARBITZ' GATE 4 ,0259,OSLO,4.5,3.0,512.0,16,0.4615384615384615,13,1,1,1,3,1.2307692307692308,4,3,5,1,1,3.5555555555555554,2
877,Sazan Kafe AS,996465063,ERICH MOGENSØNS VEI 38,0594,OSLO,4.0,2.0,22.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
878,Scandic Helsfyr,974084791,STRØMSVEIEN 108,0663,OSLO,3.9,2.0,1333.0,7,0.5,6,1,1,0,2,1.1666666666666667,2,1,3,0,1,3.25,2
879,Scandic Holmenkollen Park Hotel ,974085542,KONGEVEIEN 26,0787,OSLO,4.2,2.0,1890.0,9,0.375,8,1,0,0,3,1.125,3,2,2,1,1,3.8,2
880,Scandic Hotell Se.ua Restaurant ,982254736,ST. OLAVS PLASS 1,0165,OSLO,4.1,2.0,1687.0,6,0.1666666666666666,6,1,0,0,2,1.0,1,4,1,0,1,1.6,1
881,Scandic oslo City ,979668732,Europarådets plass 1,0154,OSLO,3.9,2.0,1061.0,3,0.3333333333333333,3,1,0,0,2,1.0,1,1,1,0,1,2.5,1
882,Scarpetta Pastabar,926377167,Storgata 23,0184,OSLO,4.0,2.0,141.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
883,Schlägergården,918991603,Lilleakerveien 30,0283,OSLO,4.6,2.0,147.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
884,Sea sushi bar Hammerborggata,998660408,Hammerborggata 9,0181,OSLO,4.2,2.0,22.0,4,0.6666666666666666,3,1,0,1,2,1.3333333333333333,1,0,2,0,0,4.0,2
885,Seaport Restaurant AS,918818847,Sørengkaia 101,0194,OSLO,4.3,2.0,1105.0,6,0.5,6,1,1,1,2,1.0,3,0,3,0,1,4.0,2
886,Sentralen kafeteria,816717272,Øvre Slottsgate 3,0157,OSLO,4.2,2.0,697.0,4,0.2,5,1,1,1,2,0.8,2,2,1,0,1,2.0,1
887,Sentralen restaurant AS,816717272,Øvre Slottsgate 3,0157,OSLO,4.2,2.0,697.0,5,0.2,5,1,1,1,2,1.0,1,3,1,0,1,1.75,1
888,Serranos Bodega AS Alna,894174552,ALNA SENTER STRØMSVEIEN 245,0668,OSLO,4.4,2.0,34.0,11,0.4444444444444444,9,1,0,1,3,1.2222222222222223,3,2,3,1,0,3.8333333333333335,2
889,Shanghai 2K18 As,888057412,Kirkegata 30,0153,OSLO,4.6,2.0,671.0,5,0.4,5,1,1,1,2,1.0,2,1,2,0,1,3.0,1
890,Shufl ,928147061,Holmens gate 5,0250,OSLO,4.5,2.0,70.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
891,Silk Road,921563477,"Oslo Street Food, Torggata Bad, Torggata 16",0181,OSLO,4.5,2.0,18.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
892,Simply Tasty AS,924695668,Vulkan 5,0178,OSLO,5.0,2.0,28.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
893,Sjakk Matt Vika AS,972111813,Haakon Vii's gate 5,0161,OSLO,3.9,2.0,390.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
894,Skaal Matbar,923183361,Olaf Ryes plass 12,0552,OSLO,4.4,2.0,223.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
895,Skabos Hage,877393852,Sjølyst Plass 5,0212,OSLO,3.5,2.0,2.0,2,0.0,2,0,0,0,1,1.0,0,2,0,0,0,1.0,0
896,Skatten,918325964,Hagegata 22,0653,OSLO,4.3,2.0,267.0,1,0.0,1,0,1,1,1,1.0,0,1,0,0,0,1.0,0
897,Skullerud Sushi,999289428,Olaf Helsets vei 1,0694,OSLO,4.1,2.0,133.0,6,0.4,5,1,0,1,3,1.2,2,1,1,1,0,4.666666666666667,2
898,Skullerudstua,971957379,GENERAL RUGES VEI 106,0694,OSLO,4.2,2.0,431.0,8,0.375,8,1,0,1,2,1.0,3,2,3,0,0,2.8,1
899,Skur 33,983157726,AKERSHUSSTRANDA 11,0150,OSLO,4.2,2.0,842.0,6,0.3333333333333333,9,1,1,1,2,0.6666666666666666,6,0,3,0,0,4.0,2
900,Skøyen Gastrobar,928469093,Askekroken 11,0277,OSLO,4.5,2.0,64.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
901,Smalhans,996664600,WALDEMAR THRANES GATE 10,0171,OSLO,4.3,2.0,728.0,5,0.0,6,1,1,1,1,0.8333333333333334,1,5,0,0,1,1.0,0
902,Smart Hotel Oslo AS,812901842,St Olavsgt 26,0166,OSLO,3.9,2.0,2066.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,1,1.0,0
903,Smash burgers OSF AS,925920703,Torggata 16,0181,OSLO,3.7,2.0,31.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
904,Smia Galleri ,990355088,OPPLANDSGATA 19,0657,OSLO,4.6,3.0,376.0,4,0.0,5,1,1,1,1,0.8,1,4,0,0,0,1.0,0
905,Snadder & Vin ,927290863,Frognerveien 12 B,0263,OSLO,4.6,2.0,28.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
906,Sofienberg Grill,976846397,TEGLVERKSV 2,0553,OSLO,3.7,2.0,46.0,8,0.375,8,0,0,1,2,1.0,3,2,3,0,0,2.8,1
907,Sofienlund Spiseri,922093482,Drammensveien 149,0277,OSLO,4.5,2.0,18.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
908,Sofies Mar & Vinhus,924572396,Sofies gate 15,0170,OSLO,4.4,1.0,437.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
909,Solvik ,922371210,Skinnerbakken 7  (Malmøy) ,0198,OSLO,4.5,2.0,77.0,3,0.3333333333333333,3,1,0,0,2,1.0,1,1,1,0,0,2.5,1
910,Soria Moria Kurs og Konferansesenter,871994382,Voksenkollveien 60,0790,OSLO,4.3,2.0,676.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,1,1.0,0
912,"Soup Culture, Vippa",920696910,Akershusstranda 25,0150,OSLO,4.3,2.0,2932.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
913,Spaghetteria ,826930772,Dronning Eufemias gate 11,0150,OSLO,3.6,2.0,203.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
914,Spice Rootz CC,923157867,Lilleakerveien 16,0283,OSLO,5.0,2.0,11.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
915,Spis Sunt AS,915374387,Ekebergveien 99,1181,OSLO,4.3,2.0,24.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
916,Spiseriet Oslo Golfklubb,926641069,Ankerveien 127,0766,OSLO,4.6,2.0,10.0,2,0.0,2,0,1,1,1,1.0,0,2,0,0,0,1.0,0
917,Spor av Nord AS,924349182,Tollbugata 7B,0152,OSLO,4.6,2.0,127.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
918,Sport 33  ,911978989,THORVALD MEYERSGATE 33,0555,OSLO,3.8,2.0,206.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
919,Sreetchef BBQ Style,920540236,Arvållveien 17,0590,OSLO,4.6,2.0,353.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
920,St. Lars AS,995913283,THERESES GATE 45,0354,OSLO,4.5,3.0,455.0,9,0.4,10,1,1,1,2,0.9,5,1,4,0,0,3.4,2
921,Starbucks Coffee,913892240,KARENSLYST ALLE 11,0278,OSLO,4.2,2.0,267.0,0,0.0,6,1,1,1,0,0.0,6,0,0,0,1,0.0,0
922,Starbucks Coffee avd. Aker Brygge,916648073,Stranden 7,0250,OSLO,4.1,2.0,1263.0,5,0.1428571428571428,7,1,0,1,2,0.7142857142857143,3,3,1,0,1,1.75,1
923,Starbucks Coffee avd. Bogstadveien,912084086,BOGSTADVEIEN 60A,0366,OSLO,4.0,2.0,437.0,3,0.0,6,1,0,1,1,0.5,3,3,0,0,1,1.0,0
924,Starbucks Coffee avd. Grønlandsleiret,918644059,Grønlandsleiret 1,0190,OSLO,3.8,2.0,367.0,4,0.0,4,1,1,1,1,1.0,0,4,0,0,1,1.0,0
925,Starbucks Coffee avd. Jernbanetorget,912507777,Jernbanetorget 1,0154,OSLO,3.8,2.0,208.0,3,0.2,5,1,1,1,2,0.6,3,1,1,0,1,2.5,1
926,Starbucks Coffee avd. Torggata,912507475,TORGGATA 17B,0183,OSLO,3.8,2.0,586.0,6,0.1428571428571428,7,1,0,1,2,0.8571428571428571,2,4,1,0,1,1.6,1
927,"Starbucks, D. Coffee avd. Stenersgata",912084264,"Stenersgaten 1,  Oslo City",050,OSLO,3.7,2.0,599.0,6,0.2857142857142857,7,1,1,1,2,0.8571428571428571,3,2,2,0,1,2.5,1
928,Statholderens Mat- og Vinkjeller,873997052,Rådhusgata 11,0151,OSLO,4.7,4.0,356.0,4,0.1428571428571428,7,1,0,1,2,0.5714285714285714,4,2,1,0,1,2.0,1
929,Statholdergaarden  ,873997052,Rådhusgata 11,0151,OSLO,4.8,4.0,328.0,6,0.1428571428571428,7,1,1,1,2,0.8571428571428571,2,4,1,0,0,1.6,1
930,Stock spiseri og drikkeri,815647092,DRONNING EUFEMIAS GATE 14,0191,OSLO,4.5,2.0,693.0,6,0.25,8,1,1,1,2,0.75,4,2,2,0,0,2.5,1
932,Stortorvets Gjestgiveri AS,994799932,Grensen 1,0159,OSLO,3.9,2.0,688.0,5,0.4,5,1,1,1,2,1.0,2,1,2,0,1,3.0,1
933,Street Flavours,925601853,Lørenfaret 1,0585,OSLO,4.6,2.0,8.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
934,Stuper`n,914434807,MIDDELTHUNS GATE 28,0368,OSLO,4.2,2.0,504.0,5,0.4,5,1,0,0,2,1.0,2,1,2,0,0,3.0,1
935,Stykke,829202662,Bøkkerveien 11,0579,OSLO,4.7,2.0,68.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
936,Stykke AS,820976282,Møllergata 12,0179,OSLO,4.4,2.0,1604.0,1,0.0,2,1,0,0,1,0.5,1,1,0,0,1,1.0,0
937,Subway,915141641,PILESTREDET 41C,0166,OSLO,3.3,2.0,183.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,1,1.0,0
938,Subway - Byporten,986922695,JERNBANETORGET 6,0154,OSLO,3.7,2.0,206.0,8,0.3,10,1,0,1,2,0.8,5,2,3,0,1,2.8,1
939,Subway Grønland,912169529,GRØNLANDSLEIRET 23,0190,OSLO,3.4,2.0,241.0,6,0.2857142857142857,7,1,1,1,2,0.8571428571428571,3,2,2,0,1,2.5,1
940,Subway Holmlia ,926789325,Holmlia sentervei 11,1255,OSLO,3.7,2.0,120.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,1,0.0,0
941,Subway Lille Grensen,999062075,Akersgata 43,0158,OSLO,3.6,2.0,220.0,1,0.0,5,1,1,1,1,0.2,4,1,0,0,1,1.0,0
942,Subway Skippergata 25A ,912002209,Skippergata 25A ,0154,OSLO,3.5,2.0,376.0,9,0.3333333333333333,9,1,1,1,2,1.0,3,3,3,0,1,2.5,1
943,Subway Stovner ,912548430,Stovner senter 3,0985,OSLO,3.3,2.0,18.0,5,0.5,4,1,1,1,2,1.25,1,1,2,0,1,3.0,1
944,Subway Torggata,927372371,Torggata 10,0181,OSLO,5.0,2.0,1.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,1,1.0,0
945,Subway Tveita ,921058543,Tveita Senter,0671,OSLO,3.1,2.0,24.0,4,0.6666666666666666,3,1,0,1,2,1.3333333333333333,1,0,2,0,1,4.0,2
